start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1742591653.4478729,1742591656.6822028,1742591703.4380684,1742592424.9204178,1742592435.4493139,1742592435.450184,1742592440.8024504,1742592440.8037639,1742592442.2114422,1742592450.8558862,1742592450.857793
