start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710508489.739021,1710511087.4958332,1710515236.77816,1710515463.2715,1710515463.273771,1710515463.2738957,1710515807.8271828,1710515808.3197896
