0.11925,0.000229386021490071,1.4087924577182462e-05
0.178875,0.00022548466145515776,1.891445113865318e-05
0.2385,0.00022220341226863376,2.296870081299123e-05
0.298125,0.00021906528006107004,2.6274855342659947e-05
0.35775,0.00021628600422884896,2.9267942531572903e-05
0.477,0.00021145369333270777,3.445067727562538e-05
0.59625,0.00020715825159039358,3.8847994350000026e-05
0.7155,0.00020307051716160504,4.262783140787428e-05
0.954,0.00019576867114576621,4.918612409563543e-05
1.1925,0.0001891578043824381,5.449169193436953e-05
1.431,0.00018312232661348935,5.921029769333003e-05
1.908,0.00017208259564922555,6.691122022129976e-05
2.385,0.00016206965133240396,7.303217590030271e-05
2.862,0.0001529410952807644,7.801621331133337e-05
3.816,0.0001369803915159182,8.56142428138718e-05
4.77,0.00012313822443188598,9.090733524828196e-05
5.724,0.00011095222751334924,9.46781308661204e-05
7.632,9.083093092570464e-05,9.938890057038121e-05
9.54,7.46435371156359e-05,0.0001020207113675832
12.402,5.508649984726101e-05,0.00010427860581794971
16.218,3.463533847702083e-05,0.00010566305800487988
20.988,1.4530470908833063e-05,0.00010588399892814393
26.712,-4.301617043316508e-06,0.00010576688017302771
34.344,-2.3883008296380335e-05,0.00010450624935584608
43.884,-4.184128168041383e-05,0.00010277316579378217
57.239999999999995,-6.0195518016986066e-05,0.00010027981436052076
73.458,-7.622528208447948e-05,9.640608964099149e-05
95.39999999999999,-9.106490403332527e-05,9.15750448104701e-05
