start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710498605.3908956,1710498932.3632996,1710499781.130289,1710499807.3338473,1710499807.3356555,1710499807.3357663,1710499851.862407,1710499852.0553243
