 (-1.646283540756621446e-16+1.744405678600519260e-12j), (-7.825625931742589561e-17+1.869828409069607090e-12j), (-7.156778072624384096e-17+3.218037166740697179e-12j)
 (-2.414352564173022329e-15+6.683143915289501798e-12j), (-1.148561619132484905e-15+7.163661839772671102e-12j), (-1.049316986015150399e-15+1.232890116961935084e-11j)
 (-3.543576114168487550e-14+2.560436374327226008e-11j), (-1.685850220086697559e-14+2.744531650787022652e-11j), (-1.540077938761548438e-14+4.723429707331713448e-11j)
 (-5.201188278800746067e-13+9.809457322493754136e-11j), (-2.474473776879647192e-13+1.051475452086570767e-10j), (-2.260500102126383196e-13+1.809619037435248462e-10j)
 (-7.633256441573470408e-12+3.757889457818170524e-10j), (-3.631697168638353787e-12+4.028066822613119522e-10j), (-3.317667321526039750e-12+6.932137396210282786e-10j)
 (-1.118169407449176678e-10+1.438050281079554884e-09j), (-5.323427278137401661e-11+1.541362981078008222e-09j), (-4.863390847228455936e-11+2.651054903117545472e-09j)
 (-1.594526017144368756e-09+5.417591156805384945e-09j), (-7.662468808739263199e-10+5.802626451016034172e-09j), (-7.006003873893236059e-10+9.896494233746841597e-09j)
 (-1.658860990250559980e-08+1.679671103818808866e-08j), (-8.782293152583394703e-09+1.785241139589666677e-08j), (-8.102177463324355845e-09+2.796643451203318327e-08j)
 (-5.150125075338706845e-08+2.138206520902914632e-08j), (-3.328879730613476623e-08+2.239086345667396328e-08j), (-3.137597877859738560e-08+3.038841501137615257e-08j)
 (-7.457754138729628314e-08+1.483950989655003495e-08j), (-5.108388086290910829e-08+1.550294909117671114e-08j), (-4.844344539429620465e-08+2.047510110426851054e-08j)
 (-8.720943131957308888e-08+8.717612872736095311e-09j), (-6.077831606289252538e-08+9.106699221705629709e-09j), (-5.772985828356337292e-08+1.198672039786732517e-08j)
 (-9.389225860170882047e-08+4.806572295034853116e-09j), (-6.585994300177311838e-08+5.016769389518381335e-09j), (-6.259504136803782944e-08+6.636468792945120037e-09j)
 (-9.743227851154225292e-08+2.566452757777289443e-09j), (-6.851618621579597930e-08+2.683422992297965340e-09j), (-6.514751153471483493e-08+3.612354637810746807e-09j)
