start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710505288.7941604,1710506305.5970185,1710508267.023447,1710508348.6322548,1710508348.634009,1710508348.6341043,1710508480.0158265,1710508480.2766209
