 (4.637643190000192441e-04+3.787230598534912911e-06j), (5.209191179343436104e-04+5.087166301406642538e-06j), (2.051784396012534904e-03+3.559876115229644469e-05j)
 (4.631180640382795552e-04+1.446952745970840065e-05j), (5.202118703266211258e-04+1.944835583012908536e-05j), (2.040433240298298971e-03+1.353004244157425496e-04j)
 (4.541723120973041377e-04+5.332985161997879134e-05j), (5.103822937555324655e-04+7.232560121348982315e-05j), (1.893596113570907447e-03+4.646999383522039395e-04j)
 (3.799276707221687331e-04+1.426753504072603488e-04j), (4.246099637717715906e-04+2.117373951683947607e-04j), (1.148137461205775423e-03+7.649466347220482132e-04j)
 (1.781364940289744032e-04+2.127567831837779018e-04j), (2.152588274213666298e-04+4.128635043434922833e-04j), (5.117511282419438248e-04+5.676059062156046161e-04j)
 (-3.547208083861016483e-04+2.415397547237466396e-04j), (-9.716052811837119332e-06+3.513463426494961182e-04j), (1.237726662069857570e-04+5.503630364112329721e-04j)
 (-8.036142267161445769e-04+2.164101574373360594e-04j), (-2.089300004616502699e-04+2.325410115855287146e-04j), (-6.913078016308399419e-05+3.833642787702307739e-04j)
 (-1.055418126636505777e-03+1.640562725705822507e-04j), (-4.042174978384968360e-04+1.748902961814422202e-04j), (-2.519707029666115312e-04+2.428365787917575677e-04j)
 (-1.202645347540854618e-03+8.561724021161844949e-05j), (-5.130993251441922113e-04+9.983906548627141187e-05j), (-3.436557307302330524e-04+1.487121905787562354e-04j)
 (-1.290794823332090712e-03+4.276142685764072510e-05j), (-5.680940783933093128e-04+5.375495947860649769e-05j), (-3.869972992484189403e-04+8.103250753679157163e-05j)
 (-1.329694453271046536e-03+2.015943826738821602e-05j), (-5.951308045909168166e-04+2.820330750851199537e-05j), (-4.060860303250794171e-04+3.780165264402401493e-05j)
 (-1.345409531990533758e-03+1.083293738854786236e-05j), (-6.095734946797639209e-04+1.690001312492984454e-05j), (-4.150481917366690234e-04+1.907435745340776547e-05j)
 (-1.356494113908664157e-03+5.854870207438938905e-06j), (-6.212741850902569248e-04+9.920746393278953140e-06j), (-4.217350175060024121e-04+1.023416182095975798e-05j)
