start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1710612926.713343,1710613384.2913616,1710613688.1747859,1710615539.613016,1710615676.107568,1710615676.1083577,1710615784.9040968,1710615784.9079576,1710615829.3232887,1710615932.2104023,1710615932.215689
