start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710521335.257397,1710521359.713601,1710521505.3233728,1710521506.7238338,1710521506.7255273,1710521506.725618,1710521510.9792376,1710521511.1151166
