start_time,Preallocation,Theta0,POD_Real,POD_Imag,Theta1,ROM,SolvedSmallerSystem,Real_Part,Imag_Part,Tensors
1715161744.711773,1715162152.2067401,1715162370.5764678,1715163641.0064895,1715163721.0217488,1715163721.023052,1715163798.0591717,1715163798.0739958,1715163827.8910863,1715163882.2665308,1715163882.277139
