start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710497453.1949456,1710497503.853783,1710497849.3705592,1710497853.0816655,1710497853.0845404,1710497853.0847032,1710497860.9775567,1710497861.156631
