start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710497868.4710422,1710498056.2223942,1710498579.9966993,1710498587.0482888,1710498587.0501623,1710498587.050282,1710498600.142368,1710498600.2862248
