start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710521515.4953473,1710521598.2289126,1710522017.0204475,1710522024.219827,1710522024.2215033,1710522024.2216237,1710522037.2493854,1710522037.3937624
