start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710497330.047268,1710497357.6657472,1710497437.6075492,1710497439.798563,1710497439.8013673,1710497439.801519,1710497445.5832767,1710497445.764691
