0.11925,0.0003225435371277102,3.112711454478393e-05
0.178875,0.0003173873616008985,3.997849372971409e-05
0.2385,0.0003119786418460625,4.6405454462666996e-05
0.298125,0.00030643230860183173,5.15194248215649e-05
0.35775,0.0003011400167530038,5.575110382608414e-05
0.477,0.00029124277817201005,6.244519268702426e-05
0.59625,0.0002821612485971882,6.75055535204106e-05
0.7155,0.0002737591033726319,7.15262574054542e-05
0.954,0.00025878526661916146,7.76501994866402e-05
1.1925,0.00024566753774332093,8.206582909310193e-05
1.431,0.00023411098084432196,8.54708126181822e-05
1.908,0.0002144360462550218,9.011680906753975e-05
2.385,0.00019809237705333685,9.279418295089272e-05
2.862,0.00018439112431313046,9.453780078821374e-05
3.816,0.00016234925618546835,9.58850972645678e-05
4.77,0.0001453154430862291,9.576586019838319e-05
5.724,0.00013165976489690087,9.488415278077331e-05
7.632,0.00011097538378277257,9.231923576731463e-05
9.54,9.58151717914005e-05,8.949784017865999e-05
12.402,7.912781331697927e-05,8.551255438222818e-05
16.218,6.334002190017865e-05,8.091519040729278e-05
20.988,4.939871289373187e-05,7.619655537981247e-05
26.712,3.7419626741815376e-05,7.172200359615456e-05
34.344,2.593687421803465e-05,6.700003903551115e-05
43.884,1.5708092544523852e-05,6.203559613092462e-05
57.239999999999995,5.619643375148616e-06,5.755885617192859e-05
73.458,-2.959919760800816e-06,5.3244071365651656e-05
95.39999999999999,-1.1131714650656143e-05,6.970879914051554e-05
