0.11925,8.166872418785056e-05,5.764854555360673e-06
0.178875,7.963429846919316e-05,8.075513384866402e-06
0.2385,7.765059443299911e-05,9.87140949012708e-06
0.298125,7.594054180243513e-05,1.135852442452658e-05
0.35775,7.445885207127946e-05,1.2621170445951954e-05
0.477,7.204930774699675e-05,1.4750362054248877e-05
0.59625,7.007195901807788e-05,1.64764883316309e-05
0.7155,6.833995896530732e-05,1.8035049259985423e-05
0.954,6.537970759798617e-05,2.0659168509477022e-05
1.1925,6.285832241094604e-05,2.292216066576198e-05
1.431,6.057933627020708e-05,2.492908173610753e-05
1.908,5.6409633517421595e-05,2.8387479470692253e-05
2.385,5.264890225237026e-05,3.128980882459718e-05
2.862,4.912634029242564e-05,3.37187782195722e-05
3.816,4.280924900821687e-05,3.77161295100814e-05
4.77,3.721923372993947e-05,4.089476879876057e-05
5.724,3.218447888385907e-05,4.347886115047497e-05
7.632,2.3415864707189704e-05,4.749637676225878e-05
9.54,1.592192409310828e-05,5.04679262671188e-05
12.402,6.380320134067607e-06,5.369607674392592e-05
16.218,-4.100091475139335e-06,5.6610817877161784e-05
20.988,-1.4754642524620065e-05,5.895552296081264e-05
26.712,-2.5172802227546212e-05,6.068725597944387e-05
34.344,-3.635359133144741e-05,6.192528087846904e-05
43.884,-4.746708444927938e-05,6.302559034106707e-05
57.239999999999995,-5.9619929097140734e-05,6.285275691671016e-05
73.458,-7.097601831812692e-05,6.240521431810742e-05
95.39999999999999,-8.2839663278574e-05,6.135113087234432e-05
