start_time,Theta0,Theta1,ROM,SolvedSmallerSystem,AssignedCores,BuildSystemMatrices,Tensors
1710521282.4723167,1710521294.803862,1710521327.1378427,1710521327.803159,1710521327.804745,1710521327.8048418,1710521330.9959745,1710521331.1270652
